,Class,Cap Shape,Cap Surface,Cap Color,Bruises,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat,Edible
758,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods,True
759,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
760,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
761,edible,flat,fibrous,gray,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,True
762,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
763,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,True
764,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,True
765,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
766,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
767,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
768,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
769,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
770,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
771,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods,True
772,edible,convex,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,True
773,edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,True
774,edible,flat,smooth,gray,False,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,True
775,edible,flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
776,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
777,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,True
778,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
779,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,True
780,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
781,edible,flat,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,True
782,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True
783,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
784,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
785,edible,convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,True
786,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
787,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,True
788,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,True
789,edible,flat,smooth,white,False,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,True
790,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
791,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
792,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,True
793,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
794,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
795,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
796,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,True
797,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,True
798,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods,True
799,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
800,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
801,edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,True
802,edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,True
803,edible,convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
804,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
805,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
806,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
807,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,True
808,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
809,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods,True
810,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,True
811,edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
812,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
813,edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
814,edible,convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
815,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
816,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
817,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods,True
818,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,True
819,edible,convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,True
820,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,True
821,edible,convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True
822,edible,convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
823,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
824,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods,True
825,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
826,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
827,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods,True
828,edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods,True
829,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
830,edible,convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods,True
831,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
832,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
833,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
834,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods,True
835,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
836,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
837,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
838,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,True
839,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
840,edible,convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
841,edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,True
842,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
843,edible,convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
844,edible,convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,True
845,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
846,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
847,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,True
848,edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods,True
849,edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
850,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True
851,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
852,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True
853,edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,True
854,edible,convex,smooth,gray,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,True
855,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
856,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
857,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
858,edible,convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
859,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,True
860,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,True
861,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,True
862,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods,True
863,edible,convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
864,edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
865,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,True
866,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
867,edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods,True
868,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods,True
869,edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,True
870,edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
871,edible,convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods,True
872,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods,True
873,edible,convex,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,True
874,edible,flat,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods,True
875,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods,True
876,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
877,edible,flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
878,edible,convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
879,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
880,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True
881,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,True
882,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,True
883,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods,True
884,edible,flat,smooth,brown,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,True
885,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods,True
886,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,True
887,edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods,True
888,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods,True
889,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
890,edible,convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
891,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,True
892,edible,flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods,True
893,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
894,edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
895,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,True
896,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True
897,edible,convex,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
898,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
899,edible,flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
900,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,True
901,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,True
902,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods,True
903,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,True
904,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
905,edible,convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,True
906,edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
907,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,True
908,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,True
909,edible,flat,smooth,gray,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,True
910,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
911,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
912,edible,convex,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
913,edible,convex,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
914,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,True
915,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,True
916,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,True
917,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,True
918,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
919,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods,True
920,edible,convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,True
921,edible,flat,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses,True
922,edible,convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
923,edible,convex,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,True
924,edible,convex,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,True
925,edible,convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,True
926,edible,convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,True
927,edible,convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
928,edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,True
929,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,True
930,edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True
931,edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,True
932,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,True
933,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods,True
934,edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True
935,edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True
936,edible,flat,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,True
937,edible,convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True
938,edible,flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods,True
939,edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True
940,edible,convex,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,True
941,edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,True
942,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,True
943,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,True
944,edible,convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True
945,edible,convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,True
946,edible,convex,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,True
